ID,text,source,cleantext,label1,label2,label3,final_label
471,কোনো গতীয় সংস্থার মোট শক্তি তাপীয় সাম্যাবস্থায় প্রতিটি স্বাধীনতার মাত্রার মধ্যে সমভাবে বণ্টিত হয়।,HSC Physics,কোনো গতীয় সংস্থার মোট শক্তি তাপীয় সাম্যাবস্থায় প্রতিটি স্বাধীনতার মাত্রার মধ্যে সমভাবে বণ্টিত হয়,Physics,Physics,Physics,Physics
472,এক পারমাণবিক গ্যাসের একটি অণুর স্বাধীনতার মাত্রা 3।,HSC Physics,এক পারমাণবিক গ্যাসের একটি অণুর স্বাধীনতার মাত্রা,Physics,Physics,Physics,Physics
473,দ্বিপারমাণবিক গ্যাসের একটি অণুর স্বাধীনতার মাত্রা 5।,HSC Physics,দ্বিপারমাণবিক গ্যাসের একটি অণুর স্বাধীনতার মাত্রা,Physics,Physics,Physics,Physics
474,"কোনো কোনো স্থানে পানির উৎসের উপস্থিতি, অক্ষাংশ, সমুদ্র পৃষ্ঠ হতে তার অবস্থান প্রভৃতির উপর বায়ুমণ্ডলের জলীয় বাষ্পের পরিমাণ নির্ভর করে।",HSC Physics,কোনো কোনো স্থানে পানির উৎসের উপস্থিতি অক্ষাংশ সমুদ্র পৃষ্ঠ হতে তার অবস্থান প্রভৃতির উপর বায়ুমণ্ডলের জলীয় বাষ্পের পরিমাণ নির্ভর করে,Physics,Physics,Physics,Physics
475,কোনো কোনো দ্রব্যের সুষ্ঠু উৎপাদন ও গুদামজাতকরণে বায়ুমণ্ডলের জলীয় বাষ্পের পরিমাণ ও তাপমাত্রা একটি নির্দিষ্ট সীমার মধ্যে থাকা প্রয়োজন।,HSC Physics,কোনো কোনো দ্রব্যের সুষ্ঠু উৎপাদন ও গুদামজাতকরণে বায়ুমণ্ডলের জলীয় বাষ্পের পরিমাণ ও তাপমাত্রা একটি নির্দিষ্ট সীমার মধ্যে থাকা প্রয়োজন,Physics,Physics,Physics,Physics
476,জলীয় বাষ্পের পরিমাণ যত বেশি হবে তার চাপও তত বেশি হবে।,HSC Physics,জলীয় বাষ্পের পরিমাণ যত বেশি হবে তার চাপও তত বেশি হবে,Physics,Physics,Physics,Physics
477,বায়ুতে অণুসমূহ অবিরত ইতস্তত ছুটাছুটি করার ফলে পাত্রের একক ক্ষেত্রফলের উপর বায়ুর অণুসমূহ যে বল প্রয়োগ করে তাকে বায়ুর চাপ বলে।,HSC Physics,বায়ুতে অণুসমূহ অবিরত ইতস্তত ছুটাছুটি করার ফলে পাত্রের একক ক্ষেত্রফলের উপর বায়ুর অণুসমূহ যে বল প্রয়োগ করে তাকে বায়ুর চাপ বলে,Physics,Physics,Physics,Physics
478,"0°C তাপমাত্রায় 45° অক্ষাংশে সমুদ্র সমতলে যে পরিমাণ বায়ুচাপ 760 mm পারদস্তম্ভের চাপের সমান হয়, তাকে এক বায়ুমণ্ডলীয় চাপ বা এক বায়ুচাপ বলে।",HSC Physics,তাপমাত্রায় অক্ষাংশে সমুদ্র সমতলে যে পরিমাণ বায়ুচাপ পারদস্তম্ভের চাপের সমান হয় তাকে এক বায়ুমণ্ডলীয় চাপ বা এক বায়ুচাপ বলে,Physics,Physics,Physics,Physics
479,নির্দিষ্ট তাপমাত্রায় একটি আবদ্ধ স্থানের বাষ্পধারণ ক্ষমতা নির্দিষ্ট থাকে; অতিরিক্ত বাষ্প ধারণ করতে পারে না; এই অবস্থায় বাষ্প যে চাপ দেয় তাকে সম্পৃক্ত বাষ্প চাপ বলে।,HSC Physics,নির্দিষ্ট তাপমাত্রায় একটি আবদ্ধ স্থানের বাষ্পধারণ ক্ষমতা নির্দিষ্ট থাকে অতিরিক্ত বাষ্প ধারণ করতে পারে না এই অবস্থায় বাষ্প যে চাপ দেয় তাকে সম্পৃক্ত বাষ্প চাপ বলে,Physics,Physics,Physics,Physics
480,"একটি নির্দিষ্ট তাপমাত্রায় কোনো স্থানে বাষ্পের পরিমাণ যদি এমন হয় যে, তা আরও অতিরিক্ত বাষ্প ধারণ করতে পারে, তবে ঐ বাষ্পকে অসম্পৃক্ত বাষ্প বলে।",HSC Physics,একটি নির্দিষ্ট তাপমাত্রায় কোনো স্থানে বাষ্পের পরিমাণ যদি এমন হয় যে তা আরও অতিরিক্ত বাষ্প ধারণ করতে পারে তবে ঐ বাষ্পকে অসম্পৃক্ত বাষ্প বলে,Physics,Physics,Physics,Physics
481,স্থির তাপমাত্রায় বায়ুর ঘনত্ব উহার চাপের সমানুপাতিক।,HSC Physics,স্থির তাপমাত্রায় বায়ুর ঘনত্ব উহার চাপের সমানুপাতিক,Physics,Physics,Physics,Physics
482,সম্পৃক্ত বাষ্প বয়েল এবং চার্লস-এর সূত্র মানে না।,HSC Physics,সম্পৃক্ত বাষ্প বয়েল এবং চার্লসএর সূত্র মানে না,Physics,Physics,Physics,Physics
483,"সম্পৃক্ত বাষ্পের সংস্পর্শে যথেষ্ট তরল পদার্থ না থাকলে স্থির তাপমাত্রায় ঐ বাষ্পের আয়তন বৃদ্ধি করলে, তরল পদার্থ বাষ্পীভূত হবার পর ঐ স্থান বাষ্প অসম্পৃক্ত হবে।",HSC Physics,সম্পৃক্ত বাষ্পের সংস্পর্শে যথেষ্ট তরল পদার্থ না থাকলে স্থির তাপমাত্রায় ঐ বাষ্পের আয়তন বৃদ্ধি করলে তরল পদার্থ বাষ্পীভূত হবার পর ঐ স্থান বাষ্প অসম্পৃক্ত হবে,Physics,Physics,Physics,Physics
484,তাপমাত্রা বৃদ্ধি করে একটি নির্দিষ্ট পরিমাণ সম্পৃক্ত বাষ্পকে অসম্পৃক্ত বাষ্পে পরিণত করা যায়।,HSC Physics,তাপমাত্রা বৃদ্ধি করে একটি নির্দিষ্ট পরিমাণ সম্পৃক্ত বাষ্পকে অসম্পৃক্ত বাষ্পে পরিণত করা যায়,Physics,Physics,Physics,Physics
485,অসম্পৃক্ত বাষ্প বয়েল এবং চার্লস-এর সূত্র মেনে চলে।,HSC Physics,অসম্পৃক্ত বাষ্প বয়েল এবং চার্লসএর সূত্র মেনে চলে,Physics,Physics,Physics,Physics
486,একটি নির্দিষ্ট পরিমাণ অসম্পৃক্ত বাষ্পের তাপমাত্রা স্থির রেখে তার আয়তন ক্রমাগত কমাতে থাকলে এক সময় ঐ স্থান বাষ্প সম্পৃক্ত হবে।,HSC Physics,একটি নির্দিষ্ট পরিমাণ অসম্পৃক্ত বাষ্পের তাপমাত্রা স্থির রেখে তার আয়তন ক্রমাগত কমাতে থাকলে এক সময় ঐ স্থান বাষ্প সম্পৃক্ত হবে,Physics,Physics,Physics,Physics
487,তাপমাত্রা কমিয়ে একটি নির্দিষ্ট পরিমাণ অসম্পৃক্ত বাষ্পকে সম্পৃক্ত বাষ্পে পরিণত করা যায়।,HSC Physics,তাপমাত্রা কমিয়ে একটি নির্দিষ্ট পরিমাণ অসম্পৃক্ত বাষ্পকে সম্পৃক্ত বাষ্পে পরিণত করা যায়,Physics,Physics,Physics,Physics
488,যে তাপমাত্রায় একটি নির্দিষ্ট আয়তনের বায়ু তার ভেতরের জলীয় বাষ্প দ্বারা সম্পৃক্ত হয় তাকে ঐ বায়ুর শিশিরাঙ্ক বলে।,HSC Physics,যে তাপমাত্রায় একটি নির্দিষ্ট আয়তনের বায়ু তার ভেতরের জলীয় বাষ্প দ্বারা সম্পৃক্ত হয় তাকে ঐ বায়ুর শিশিরাঙ্ক বলে,Physics,Physics,Physics,Physics
489,"কোনো স্থানের বায়ুর শিশিরাঙ্ক 15°C—এটি দ্বারা বুঝা যায় যে, 15°C তাপমাত্রায় ঐ স্থানের বায়ু তার মধ্যস্থ জলীয় বাষ্প দ্বারা সম্পৃক্ত হবে।",HSC Physics,কোনো স্থানের বায়ুর শিশিরাঙ্ক এটি দ্বারা বুঝা যায় যে তাপমাত্রায় ঐ স্থানের বায়ু তার মধ্যস্থ জলীয় বাষ্প দ্বারা সম্পৃক্ত হবে,Physics,Physics,Physics,Physics
490,বায়ুর তাপমাত্রায় একটি নির্দিষ্ট আয়তনের অসম্পৃক্ত জলীয় বাষ্পের চাপ শিশিরাঙ্কে সম্পৃক্ত জলীয় বাষ্পের চাপের সমান হবে।,HSC Physics,বায়ুর তাপমাত্রায় একটি নির্দিষ্ট আয়তনের অসম্পৃক্ত জলীয় বাষ্পের চাপ শিশিরাঙ্কে সম্পৃক্ত জলীয় বাষ্পের চাপের সমান হবে,Physics,Physics,Physics,Physics
491,কোনো সময় কোনো স্থানের একক আয়তনের বায়ুতে যে পরিমাণ জলীয় বাষ্প থাকে তাকে ঐ বায়ুর পরম আর্দ্রতা বলে।,HSC Physics,কোনো সময় কোনো স্থানের একক আয়তনের বায়ুতে যে পরিমাণ জলীয় বাষ্প থাকে তাকে ঐ বায়ুর পরম আর্দ্রতা বলে,Physics,Physics,Physics,Physics
492,কোনো নির্দিষ্ট তাপমাত্রায় একটি নির্দিষ্ট আয়তনের বায়ুতে যে পরিমাণ জলীয় বাষ্প থাকে ঐ তাপমাত্রায় ঐ আয়তনের বায়ুকে সম্পৃক্ত করতে যে পরিমাণ জলীয় বাষ্পের প্রয়োজন হয় তাদের অনুপাতকে আপেক্ষিক আর্দ্রতা বলে।,HSC Physics,কোনো নির্দিষ্ট তাপমাত্রায় একটি নির্দিষ্ট আয়তনের বায়ুতে যে পরিমাণ জলীয় বাষ্প থাকে ঐ তাপমাত্রায় ঐ আয়তনের বায়ুকে সম্পৃক্ত করতে যে পরিমাণ জলীয় বাষ্পের প্রয়োজন হয় তাদের অনুপাতকে আপেক্ষিক আর্দ্রতা বলে,Physics,Physics,Physics,Physics
493,জলীয় বাষ্প দ্বারা শিশিরাঙ্কে ঐ স্থানের বায়ু সম্পৃক্ত হয়।,HSC Physics,জলীয় বাষ্প দ্বারা শিশিরাঙ্কে ঐ স্থানের বায়ু সম্পৃক্ত হয়,Physics,Physics,Physics,Physics
494,বায়ুমণ্ডলে উপস্থিত জলীয় বাষ্পের পরিমাণের চেয়ে বায়ুমণ্ডলের সম্পৃক্ততার মাত্রা কতখানি তার দ্বারা আপেক্ষিক আর্দ্রতা পরিমাপ করা হয়।,HSC Physics,বায়ুমণ্ডলে উপস্থিত জলীয় বাষ্পের পরিমাণের চেয়ে বায়ুমণ্ডলের সম্পৃক্ততার মাত্রা কতখানি তার দ্বারা আপেক্ষিক আর্দ্রতা পরিমাপ করা হয়,Physics,Physics,Physics,Physics
495,যে যন্ত্র দ্বারা বস্তুর তাপমাত্রা নির্ভুলভাবে পরিমাপ করা যায় তাকে থার্মোমিটার বলে।,HSC Physics,যে যন্ত্র দ্বারা বস্তুর তাপমাত্রা নির্ভুলভাবে পরিমাপ করা যায় তাকে থার্মোমিটার বলে,Physics,Physics,Physics,Physics
496,"তাপমাত্রা পরিমাপ উপযোগী পদার্থের যে সকল ধর্ম কাজে লাগানো হয়, পদার্থের ঐ ধর্মগুলিকে উষ্ণতামিতি ধৰ্ম বলে এবং যে সকল পদার্থের উষ্ণতামিতি ধর্ম ব্যবহার করে থার্মোমিটার তৈরি করা হয় তাদেরকে উষ্ণতামিতি পদার্থ বলে।",HSC Physics,তাপমাত্রা পরিমাপ উপযোগী পদার্থের যে সকল ধর্ম কাজে লাগানো হয় পদার্থের ঐ ধর্মগুলিকে উষ্ণতামিতি ধৰ্ম বলে এবং যে সকল পদার্থের উষ্ণতামিতি ধর্ম ব্যবহার করে থার্মোমিটার তৈরি করা হয় তাদেরকে উষ্ণতামিতি পদার্থ বলে,Physics,Physics,Physics,Physics
497,একাধিক বস্তু যদি তাপীয়ভাবে সংযুক্ত থাকে এবং তাদের মধ্যে তাপের কোনো আদান প্রদান না ঘটলে বস্তুগুলি তাপীয় সমতায় আছে ধরা হয়।,HSC Physics,একাধিক বস্তু যদি তাপীয়ভাবে সংযুক্ত থাকে এবং তাদের মধ্যে তাপের কোনো আদান প্রদান না ঘটলে বস্তুগুলি তাপীয় সমতায় আছে ধরা হয়,Physics,Physics,Physics,Physics
498,দুটি বস্তু যদি তৃতীয় কোনো বস্তুর সাথে তাপীয় সাম্যাবস্থায় থাকে তবে প্রথমোক্ত বস্তু দুটি পরস্পরের সাথে তাপীয় সাম্যাবস্থায় থাকবে।,HSC Physics,দুটি বস্তু যদি তৃতীয় কোনো বস্তুর সাথে তাপীয় সাম্যাবস্থায় থাকে তবে প্রথমোক্ত বস্তু দুটি পরস্পরের সাথে তাপীয় সাম্যাবস্থায় থাকবে,Physics,Physics,Physics,Physics
499,তাপমাত্রা বলতে বস্তুর উত্তপ্ততার পরিমাণ বুঝায়।,HSC Physics,তাপমাত্রা বলতে বস্তুর উত্তপ্ততার পরিমাণ বুঝায়,Physics,Physics,Physics,Physics
500,তাপমাত্রা বস্তুর একটি তাপীয় অবস্থা যা ঐ বস্তু হতে অন্য বস্তুতে তাপের প্রবাহ নিয়ন্ত্রণ করে এবং তাপ প্রবাহের অভিমুখ নির্ধারণ করে।,HSC Physics,তাপমাত্রা বস্তুর একটি তাপীয় অবস্থা যা ঐ বস্তু হতে অন্য বস্তুতে তাপের প্রবাহ নিয়ন্ত্রণ করে এবং তাপ প্রবাহের অভিমুখ নির্ধারণ করে,Physics,Physics,Physics,Physics
501,"তাপগতীয় ব্যবস্থা বা সিস্টেম বলতে তল বা বেষ্টনী দ্বারা সীমাবদ্ধ কোনো নির্দিষ্ট পরিমাণ বস্তুকে বুঝায় যেখানে তাপগতীয় চলরাশি (চাপ, আয়তন, তাপমাত্রা) পরিমাপ করা যায়।",HSC Physics,তাপগতীয় ব্যবস্থা বা সিস্টেম বলতে তল বা বেষ্টনী দ্বারা সীমাবদ্ধ কোনো নির্দিষ্ট পরিমাণ বস্তুকে বুঝায় যেখানে তাপগতীয় চলরাশি চাপ আয়তন তাপমাত্রা পরিমাপ করা যায়,Physics,Physics,Physics,Physics
502,কোনো নির্দিষ্ট ব্যবস্থার সাথে শক্তি বিনিময়ে সক্ষম যে কোনো ব্যবস্থাকে ঐ ব্যবস্থার পরিপার্শ্ব বলে।,HSC Physics,কোনো নির্দিষ্ট ব্যবস্থার সাথে শক্তি বিনিময়ে সক্ষম যে কোনো ব্যবস্থাকে ঐ ব্যবস্থার পরিপার্শ্ব বলে,Physics,Physics,Physics,Physics
503,যে সকল রাশির মান কোনো ব্যবস্থার অবস্থা নির্ধারণ করে সেগুলিকে ব্যবস্থার তাপগতীয় স্থানাঙ্ক বা অবস্থা পরিবর্তী বলে।,HSC Physics,যে সকল রাশির মান কোনো ব্যবস্থার অবস্থা নির্ধারণ করে সেগুলিকে ব্যবস্থার তাপগতীয় স্থানাঙ্ক বা অবস্থা পরিবর্তী বলে,Physics,Physics,Physics,Physics
504,কোনো বিচ্ছিন্ন ব্যবস্থার চূড়ান্ত অবিচল অবস্থাকে তাপগতীয় সাম্যাবস্থা বলে।,HSC Physics,কোনো বিচ্ছিন্ন ব্যবস্থার চূড়ান্ত অবিচল অবস্থাকে তাপগতীয় সাম্যাবস্থা বলে,Physics,Physics,Physics,Physics
505,"সাম্যাবস্থায় ব্যবস্থার সকল বিন্দুতে তাপগতীয় স্থানাঙ্ক অর্থাৎ চাপ, আয়তন, তাপমাত্রার মান সমান।",HSC Physics,সাম্যাবস্থায় ব্যবস্থার সকল বিন্দুতে তাপগতীয় স্থানাঙ্ক অর্থাৎ চাপ আয়তন তাপমাত্রার মান সমান,Physics,Physics,Physics,Physics
506,কোনো ব্যবস্থার তাপগতীয় স্থানাঙ্কসমূহের যে কোনো পরিবর্তনকে তাপগতীয় প্রক্রিয়া বলা হয় ।,HSC Physics,কোনো ব্যবস্থার তাপগতীয় স্থানাঙ্কসমূহের যে কোনো পরিবর্তনকে তাপগতীয় প্রক্রিয়া বলা হয়,Physics,Physics,Physics,Physics
507,কোন সিস্টেমের মধ্যে যে শক্তি অন্তর্নিহিত বা সুপ্ত অবস্থায় থাকে যা পরিবেশ পরিস্থিতিতে বহিঃপ্রকাশ ঘটায় তাকে অভ্যন্তরীণ শক্তি বলে।,HSC Physics,কোন সিস্টেমের মধ্যে যে শক্তি অন্তর্নিহিত বা সুপ্ত অবস্থায় থাকে যা পরিবেশ পরিস্থিতিতে বহিঃপ্রকাশ ঘটায় তাকে অভ্যন্তরীণ শক্তি বলে,Physics,Physics,Physics,Physics
508,যখন কাজ সম্পূর্ণভাবে তাপে বা তাপ সম্পূর্ণভাবে কাজে রূপান্তরিত হয় তখন কাজ ও তাপ পরস্পরের সমানুপাতিক হয় ।,HSC Physics,যখন কাজ সম্পূর্ণভাবে তাপে বা তাপ সম্পূর্ণভাবে কাজে রূপান্তরিত হয় তখন কাজ ও তাপ পরস্পরের সমানুপাতিক হয়,Physics,Physics,Physics,Physics
509,"যখন কোনো ব্যবস্থায় তাপ সরবরাহ করা হয় বা ব্যবস্থা কর্তৃক তাপ গৃহীত হয়, তখন এর কিয়দংশ অভ্যন্তরীণ শক্তি বৃদ্ধি করতে অর্থাৎ তাপমাত্রা বৃদ্ধি করতে এবং অবশিষ্ট অংশ বাহ্যিক কাজ সম্পাদনে ব্যয় হয়।",HSC Physics,যখন কোনো ব্যবস্থায় তাপ সরবরাহ করা হয় বা ব্যবস্থা কর্তৃক তাপ গৃহীত হয় তখন এর কিয়দংশ অভ্যন্তরীণ শক্তি বৃদ্ধি করতে অর্থাৎ তাপমাত্রা বৃদ্ধি করতে এবং অবশিষ্ট অংশ বাহ্যিক কাজ সম্পাদনে ব্যয় হয়,Physics,Physics,Physics,Physics
510,যে কোনো ব্যবস্থায় সম্পন্ন কাজ ও অভ্যন্তরীণ শক্তির পরিবর্তনের সমষ্টি সর্বদা প্রযুক্ত তাপের সমান।,HSC Physics,যে কোনো ব্যবস্থায় সম্পন্ন কাজ ও অভ্যন্তরীণ শক্তির পরিবর্তনের সমষ্টি সর্বদা প্রযুক্ত তাপের সমান,Physics,Physics,Physics,Physics
511,এমন কোনো যন্ত্রের উদ্ভাবন হয়নি যা জ্বালানি বা শক্তি ব্যতিরেকে কাজ করতে সক্ষম অর্থাৎ অনন্ত গতিযুক্ত যন্ত্র উদ্ভাবন সম্ভব নয় বা শক্তি ব্যয় না করে কোনো কাজ পাওয়া সম্ভব নয়।,HSC Physics,এমন কোনো যন্ত্রের উদ্ভাবন হয়নি যা জ্বালানি বা শক্তি ব্যতিরেকে কাজ করতে সক্ষম অর্থাৎ অনন্ত গতিযুক্ত যন্ত্র উদ্ভাবন সম্ভব নয় বা শক্তি ব্যয় না করে কোনো কাজ পাওয়া সম্ভব নয়,Physics,Physics,Physics,Physics
512,যে প্রক্রিয়ায় কোনো সিস্টেমের তাপমাত্রা স্থির থাকে কিন্তু চাপ ও আয়তন পরিবর্তিত হয় তাকে সমোষ্ণ প্রক্রিয়া বলে।,HSC Physics,যে প্রক্রিয়ায় কোনো সিস্টেমের তাপমাত্রা স্থির থাকে কিন্তু চাপ ও আয়তন পরিবর্তিত হয় তাকে সমোষ্ণ প্রক্রিয়া বলে,Physics,Physics,Physics,Physics
513,যে প্রক্রিয়ায় কোনো সিস্টেমের তাপ ধ্রুব থাকে কিন্তু চাপ ও আয়তন পরিবর্তিত হয় তাকে রুদ্ধতাপীয় প্রক্রিয়া বলে।,HSC Physics,যে প্রক্রিয়ায় কোনো সিস্টেমের তাপ ধ্রুব থাকে কিন্তু চাপ ও আয়তন পরিবর্তিত হয় তাকে রুদ্ধতাপীয় প্রক্রিয়া বলে,Physics,Physics,Physics,Physics
514,যে প্রক্রিয়ায় কোনো সিস্টেমের আয়তন ধ্রুব থাকে তাকে ধ্রুব আয়তন প্রক্রিয়া বলে।,HSC Physics,যে প্রক্রিয়ায় কোনো সিস্টেমের আয়তন ধ্রুব থাকে তাকে ধ্রুব আয়তন প্রক্রিয়া বলে,Physics,Physics,Physics,Physics
515,কোনো আবেষ্টনী দ্বারা আবদ্ধ কোনো নির্দিষ্ট পরিমাণ বস্তুকে তাপীয় ব্যবস্থা বা সিস্টেম হিসেবে ধরা হয়।,HSC Physics,কোনো আবেষ্টনী দ্বারা আবদ্ধ কোনো নির্দিষ্ট পরিমাণ বস্তুকে তাপীয় ব্যবস্থা বা সিস্টেম হিসেবে ধরা হয়,Physics,Physics,Physics,Physics
516,পরীক্ষা-নিরীক্ষার সময় আমরা জড় জগতের যে নির্দিষ্ট তাপীয় অংশ বিবেচনা করি তাকে তাপীয় সিস্টেম বলে।,HSC Physics,পরীক্ষানিরীক্ষার সময় আমরা জড় জগতের যে নির্দিষ্ট তাপীয় অংশ বিবেচনা করি তাকে তাপীয় সিস্টেম বলে,Physics,Physics,Physics,Physics
517,"প্রত্যেক তাপীয় সিস্টেমের একটা নির্দিষ্ট আয়তন, ভর ও অন্তস্থ শক্তি থাকবে।",HSC Physics,প্রত্যেক তাপীয় সিস্টেমের একটা নির্দিষ্ট আয়তন ভর ও অন্তস্থ শক্তি থাকবে,Physics,Physics,Physics,Physics
518,উন্মুক্ত সিস্টেম পরিবেশের সাথে ভর ও শক্তির উভয়ই বিনিময় করতে পারে।,HSC Physics,উন্মুক্ত সিস্টেম পরিবেশের সাথে ভর ও শক্তির উভয়ই বিনিময় করতে পারে,Physics,Physics,Physics,Physics
519,বদ্ধ সিস্টেম পরিবেশের সাথে শুধু শক্তি বিনিময় করতে পারে কিন্তু ভর বিনিময় করতে পারে না।,HSC Physics,বদ্ধ সিস্টেম পরিবেশের সাথে শুধু শক্তি বিনিময় করতে পারে কিন্তু ভর বিনিময় করতে পারে না,Physics,Physics,Physics,Physics
520,বিচ্ছিন্ন সিস্টেম পরিবেশ দ্বারা মোটেও প্রভাবিত হয় না অর্থাৎ এক্ষেত্রে ভর ও শক্তি কিছুই বিনিময় করে না।,HSC Physics,বিচ্ছিন্ন সিস্টেম পরিবেশ দ্বারা মোটেও প্রভাবিত হয় না অর্থাৎ এক্ষেত্রে ভর ও শক্তি কিছুই বিনিময় করে না,Physics,Physics,Physics,Physics
521,"যে পরিবর্তনে কোনো গ্যাসের চাপের ও আয়তনের পরিবর্তন হয়, কিন্তু তাপমাত্রা স্থির থাকে সেই পরিবর্তনকে সমোষ্ণ পরিবর্তন বলে এবং যে পদ্ধতিতে এই পরিবর্তন সংঘটিত হয় তাকে সমোষ্ণ প্রক্রিয়া বলে।",HSC Physics,যে পরিবর্তনে কোনো গ্যাসের চাপের ও আয়তনের পরিবর্তন হয় কিন্তু তাপমাত্রা স্থির থাকে সেই পরিবর্তনকে সমোষ্ণ পরিবর্তন বলে এবং যে পদ্ধতিতে এই পরিবর্তন সংঘটিত হয় তাকে সমোষ্ণ প্রক্রিয়া বলে,Physics,Physics,Physics,Physics
522,যে প্রক্রিয়ায় সিস্টেম তাপ গ্রহণ করে না কিংবা তাপ বর্জন করে না তাকে রুদ্ধতাপীয় প্রক্রিয়া বলে।,HSC Physics,যে প্রক্রিয়ায় সিস্টেম তাপ গ্রহণ করে না কিংবা তাপ বর্জন করে না তাকে রুদ্ধতাপীয় প্রক্রিয়া বলে,Physics,Physics,Physics,Physics
523,যে পরিবর্তনে কোনো তাপ বাহির হতে সরবরাহ করা হয় না বা গ্যাস হতে অপসারণ করা হয় না অথচ গ্যাসের চাপ এবং আয়তনের পরিবর্তন ঘটে তাকে রুদ্ধতাপীয় পরিবর্তন বলা হয় ।,HSC Physics,যে পরিবর্তনে কোনো তাপ বাহির হতে সরবরাহ করা হয় না বা গ্যাস হতে অপসারণ করা হয় না অথচ গ্যাসের চাপ এবং আয়তনের পরিবর্তন ঘটে তাকে রুদ্ধতাপীয় পরিবর্তন বলা হয়,Physics,Physics,Physics,Physics
524,প্রত্যেক ব্যবস্থা-এর মধ্যে এমন একটি নির্দিষ্ট পরিমাণ শক্তি আছে যা কাজ সম্পাদন করতে অন্য শক্তিতে রূপান্তরিত হতে পারে।,HSC Physics,প্রত্যেক ব্যবস্থাএর মধ্যে এমন একটি নির্দিষ্ট পরিমাণ শক্তি আছে যা কাজ সম্পাদন করতে অন্য শক্তিতে রূপান্তরিত হতে পারে,Physics,Physics,Physics,Physics
525,বস্তুর মধ্যস্থ অণু-পরমাণুর গতিশক্তি এবং এদের মধ্যকার আন্তঃআণবিক বলের কারণে সৃষ্ট শক্তিকে অভ্যন্তরীণ শক্তি বলে।,HSC Physics,বস্তুর মধ্যস্থ অণুপরমাণুর গতিশক্তি এবং এদের মধ্যকার আন্তঃআণবিক বলের কারণে সৃষ্ট শক্তিকে অভ্যন্তরীণ শক্তি বলে,Physics,Physics,Physics,Physics
526,কোনো সিস্টেমের বা বস্তুর মধ্যে যে শক্তি লুক্কায়িত বা সুপ্ত অবস্থায় থাকে যা পরিবেশ পরিস্থিতিতে বহিঃপ্রকাশ ঘটায় তাকে অভ্যন্তরীণ শক্তি বলে।,HSC Physics,কোনো সিস্টেমের বা বস্তুর মধ্যে যে শক্তি লুক্কায়িত বা সুপ্ত অবস্থায় থাকে যা পরিবেশ পরিস্থিতিতে বহিঃপ্রকাশ ঘটায় তাকে অভ্যন্তরীণ শক্তি বলে,Physics,Physics,Physics,Physics
527,"কোনো নির্দিষ্ট পরিমাণ গ্যাসের অভ্যন্তরীণ শক্তি শুধুমাত্র এর তাপমাত্রার উপর নির্ভর করে, এর চাপ বা আয়তনের উপর নির্ভর করে না- একে মেয়ারের প্রকল্প বলা হয়।",HSC Physics,কোনো নির্দিষ্ট পরিমাণ গ্যাসের অভ্যন্তরীণ শক্তি শুধুমাত্র এর তাপমাত্রার উপর নির্ভর করে এর চাপ বা আয়তনের উপর নির্ভর করে না একে মেয়ারের প্রকল্প বলা হয়,Physics,Physics,Physics,Physics
528,কোনো কিছুর দক্ষতা এক হতে পারে না।,HSC Physics,কোনো কিছুর দক্ষতা এক হতে পারে না,Physics,Physics,Physics,Physics
529,বাইরের কোনো শক্তির সাহায্য ব্যতিরেকে কোনো স্বয়ংক্রিয় যন্ত্রের পক্ষে নিম্ন তাপমাত্রার কোনো বস্তু হতে উচ্চ তাপমাত্রার কোনো বস্তুতে তাপের স্থানান্তর সম্ভব নয়।,HSC Physics,বাইরের কোনো শক্তির সাহায্য ব্যতিরেকে কোনো স্বয়ংক্রিয় যন্ত্রের পক্ষে নিম্ন তাপমাত্রার কোনো বস্তু হতে উচ্চ তাপমাত্রার কোনো বস্তুতে তাপের স্থানান্তর সম্ভব নয়,Physics,Physics,Physics,Physics
530,কোনো বস্তুকে তার পরিপার্শ্বের শীতলতম অংশ হতে অধিকতর শীতল করে শক্তির অবিরাম সরবরাহ পাওয়া সম্ভব নয়।,HSC Physics,কোনো বস্তুকে তার পরিপার্শ্বের শীতলতম অংশ হতে অধিকতর শীতল করে শক্তির অবিরাম সরবরাহ পাওয়া সম্ভব নয়,Physics,Physics,Physics,Physics
531,কোনো তাপ উৎস হতে অনবরত তাপ শোষণ করবে এবং তা সম্পূর্ণরূপে কাজে রূপান্তরিত হবে এরূপ একটি তাপ ইঞ্জিন তৈরি করা সম্ভব নয়।,HSC Physics,কোনো তাপ উৎস হতে অনবরত তাপ শোষণ করবে এবং তা সম্পূর্ণরূপে কাজে রূপান্তরিত হবে এরূপ একটি তাপ ইঞ্জিন তৈরি করা সম্ভব নয়,Physics,Physics,Physics,Physics
532,কোনো নির্দিষ্ট পরিমাণ তাপ শক্তি সম্পূর্ণ বা পুরোপুরিভাবে যান্ত্রিক শক্তিতে রূপান্তর করার মতো যন্ত্র তৈরি সম্ভব নয়।,HSC Physics,কোনো নির্দিষ্ট পরিমাণ তাপ শক্তি সম্পূর্ণ বা পুরোপুরিভাবে যান্ত্রিক শক্তিতে রূপান্তর করার মতো যন্ত্র তৈরি সম্ভব নয়,Physics,Physics,Physics,Physics
